_id,data,fieldToAnnotate,tags,annotations,createdAt
163,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' ويهدف إلى مساعدة المؤسسات على حماية بياناتها أثناء انتقالها بين الخوادم والأجهزة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
164,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في نوفمبر 2016، انضمت مايكروسوفت إلى مؤسسة لينكس كعضو بلاتيني أثناء مايكروسوفت اتصال؛ حدث المطور في نيويورك'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
165,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' حدث المطور في نيويورك'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
166,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' تبلغ تكلفة كل عضوية بلاتينية 500000 دولار أمريكي سنويًا'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
167,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' اعتبر بعض المحللين أن هذا أمر لا يمكن تصوره قبل عشر سنوات، على أية حال، كما في سنة 2001، أطلق الرئيس التنفيذي آنذاك ستيف بالمر على لينكس اسم «السرطان»'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
168,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' خططت مايكروسوفت لإطلاق معاينة إنتون للتعليم «في الأسابيع المقبلة»، مع توافر سنة مجدول في ربيع 2017، بسعر 30 دولارًا لكل جهاز، أو من خلال اتفاقيات الترخيص المجمعة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
169,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي يناير 2018، قامت مايكروسوفت بتحسين نظام التشغيل ويندوز 10 من أجل مشكلات وحدة المعالجة المركزية المتعلقة بخرق أمان ميلتداون'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
170,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' أدى التصحيح إلى مشاكل مع أجهزة مايكروسوفت أجور الافتراضية التي تعتمد على بنية وحدة المعالجة المركزية لانتل'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
171,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 12 يناير، أصدرت مايكروسوفت باورشل 6'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
172,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '0 لأنظمة تشغيل ماك أواس ولينكس'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
173,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في فبراير 2018، توقفت مايكروسوفت عن دعم الإشعارات لأجهزة ويندوزفون الخاصة بها وأنهت فعليًا تحديثات البرامج الثابتة للأجهزة المتوقفة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
174,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في مارس 2018، قامت مايكروسوفت بتغيير نظام ويندوز 10 S إلى نظام التشغيل ويندوز بدلاً من جعله نظام تشغيل منفصل وفريد'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
175,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في مارس / آذار، وضعت الشركة أيضًا إرشادات تفرض رقابة على مستخدمي الاوفيس 365 من استخدام الألفاظ النابية في المستندات الخاصة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
176,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في أبريل 2018، أصدرت مايكروسوفت الكود المصدري لمدير الملفات لـويندوز بموجب رخصة إم أي تي للاحتفال بالذكرى السنوية العشرين للبرنامج'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
177,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في نفس الشهر، أعربت الشركة عن استعدادها لتبني مبادرات مفتوحة المصدر من خلال الإعلان عن أزور سفيركمشتق خاص بها من نظام التشغيل لينكس'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
178,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في مايو 2018، دخلت مايكروسوفت في شراكة مع 17 وكالة استخبارات أمريكية لتطوير منتجات الحوسبة السحابية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
179,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' أطلق على المشروع اسم «حكومة أزور» وله علاقات ببرنامج المراقبة المشترك للبنية التحتية للدفاع المؤسسي (JEDI) التابع لوزارة الدفاع'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
180,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 4 يونيو 2018، أعلنت مايكروسوفت رسميًا عن استحواذها على غيت هاب مقابل 7'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
181,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '5 مليار دولار، وهي صفقة تم إغلاقها في 26 أكتوبر 2018'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
182,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 10 يوليو 2018، كشفت مايكروسوفت عن منصة سارفيس قو للجمهور'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
183,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في وقت لاحق من الشهر حولت مايكروسوفت تيمز إلى مجانية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
184,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في أغسطس 2018، أصدرت مايكروسوفت مشروعين بعنوان مايكروسوفت «حماية الحساب» و«الدفاع عن الديمقراطية»'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
185,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' كما كشفت أيضًا عن توافق كوالكوم سناب دراغون 850 لنظام التشغيل ويندوز 10 على معمارية ذات بنية إيه آر إم'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
186,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي أغسطس 2018، بدأت تويوتا تسوشو شراكة مع مايكروسوفت لإنشاء أدوات تربية الأسماك باستخدام مجموعة تطبيقات ميكروسوفت أجور لتقنيات إنترنت الأشياء المتعلقة بإدارة المياه'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
187,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' تم تطوير آليات ضخ المياه جزئيًا بواسطة باحثين من جامعة كينداي (اليابان)، وهي تستخدم الذكاء الاصطناعي لحساب عدد الأسماك على حزام ناقل، وتحليل عدد الأسماك، واستنتاج فعالية تدفق المياه من البيانات التي توفرها الأسماك'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
188,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' تندرج برامج الكمبيوتر المحددة المستخدمة في العملية ضمن أنظمة أجورلتعلم الآلة وهاب أجور لتقنيات إنترنت الأشياء'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
189,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي سبتمبر 2018، أوقفت مايكروسوفت إصدار سكايب الكلاسيكي'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
190,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 10 أكتوبر 2018، انضمت مايكروسوفت إلى مجتمع شبكة الاختراع المفتوح على الرغم من امتلاكها أكثر من 60 ألف براءة اختراع'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
191,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في نوفمبر 2018، وافقت مايكروسوفت على تزويد جيش الولايات المتحدة بـ 100,000 سماعة رأس من مايكروسوفت هولولنز من أجل «زيادة الفتك من خلال تعزيز القدرة على اكتشاف العدو واتخاذ قرار بشأنه والاشتباك معه»'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
192,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في نفس الشهر، أعلنت مايكروسوفت عن إستعمالها لخادم أجور ذو مصادقة متعددة العوامل لـمايكروسوفت أجور'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
193,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في ديسمبر 2018، أعلنت مايكروسوفت عن مشروع مو، وهو إصدار مفتوح المصدر لواجهة البرنامج الثابت الممتد المستخدمة في منتجات مايكروسوفت سارفيس مفرط الافتراضية (Hyper-V)'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
194,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' يروج هذا المشروع لفكرة البرنامج الثابت كخدمة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
195,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في نفس الشهر، أعلنت مايكروسوفت عن تطبيق مفتوح المصدرويندوز فورمز وبنية عروض ويندوز والذي سيسمح بمزيد من التحرك للشركة نحو الإصدار الشفاف لأطرالعمل الرئيسية المستخدمة في تطوير تطبيقات وبرامج سطح مكتب ويندوز'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
196,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' شهد شهر ديسمبر أيضًا توقف الشركة عن مشروع مايكروسوفت إيدج لصالح خلفيات كروميوم لمتصفحاتها'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
197,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\n20 فبراير 2019 قالت شركة مايكروسوفت إنها ستقدم خدمة الأمن الإلكتروني «حارس الحساب» إلى 12 سوقًا جديدًا في أوروبا بما في ذلك ألمانيا وفرنسا وإسبانيا، لسد الثغرات الأمنية وحماية العملاءالسياسين من القرصنة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
198,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في فبراير 2019، احتج المئات من موظفي مايكروسوفت على استفادة الشركة من الحرب من عقد قيمته 480 مليون دولار لتطوير نظارات الواقع الافتراضي لجيش الولايات المتحدة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
199,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\n\n2020 إلى الوقت الحاضر: عمليات الاستحواذ، «بوكس سيريس إكس/ أس»\nفي 26 مارس 2020، أعلنت شركة مايكروسوفت أنها استحوذت على الشبكات المؤكدة مقابل 1'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
200,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '35 مليار دولار'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
201,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nبسبب جائحة فيروس كورونا، أغلقت مايكروسوفت جميع متاجرها للبيع بالتجزئة إلى أجل غير مسمى بسبب المخاوف الصحية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
202,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 22 يوليو 2020، أعلنت مايكروسوفت عن نوياها لإغلاق خدمة ميكسر الخاصة بها، ولنقل الشركاء الحاليين إلى ألعاب الفيسبوك'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
203,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 31 يوليو 2020، علم أن مايكروسوفت كانت تجري محادثات للاستحواذ على تيك توك بعد أن أمرت إدارة ترامب بايت دانس بتجريد ملكية التطبيق إلى الولايات المتحدة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
204,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 3 أغسطس 2020، بعد التكهنات بشأن هذه الصفقة، صرح دونالد ترامب أن مايكروسوفت يمكنها أن تشتري التطبيق، ولكن يجب أن يكتمل بحلول 15 سبتمبر 2020 وأن وزارة الخزانة الأمريكية يجب أن تحصل على جزء منه'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
205,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 5 أغسطس 2020، أوقفت مايكروسوفت اختبار بث الألعاب السحابية لأجهزة آي أو إس'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
206,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' وفقًا لمايكروسوفت، فإن مستقبل الألعاب السحابية على آي أو إس لا يزال غير واضح ومن المحتمل أن يكون خارج أيدي مايكروسوفت'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
207,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' كما فرضت أبل قيودًا صارمة على «عملاء سطح المكتب البعيد» مما يعني أنه يُسمح للتطبيقات فقط بالاتصال بجهاز مضيف أووحدة تحكم في الألعاب يملكهم المستخدم'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
208,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 21 سبتمبر 2020، أعلنت شركة مايكروسوفت عزمها الاستحواذ على زيني ماكس ميديا مقابل حوالي 7'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
209,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '5 مليار دولار، مع توقع إبرام الصفقة في النصف الثاني من العام المالي 2021'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
210,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 22 سبتمبر 2020، أعلنت مايكروسوفت أن لديها ترخيصًا حصريًا لاستخدام مُنشئ لغة الذكاء الاصطناعي ج ب ت-3 الخاص بـ أوبن أيه آي'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
211,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' الإصدار السابق من ج ب ت-3، المسمى ج ب ت-2، احتل العناوين الرئيسية لكونه «إصدار خطير جدا» ولديه إمكانات عديدة، بما في ذلك تصميم مواقع الويب، ووصف الأدوية، والإجابة على الأسئلة وكتابة المقالات'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
212,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 10 نوفمبر 2020، أصدرت مايكروسوفت أجهزة ألعاب الفيديو إكس بوكس سيريس إكس وسيريس أس'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
213,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nوفي أبريل 2024 أعلنت مايكروسوفت أنها استثمرت 1'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
214,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '5 مليار دولار في شركة الذكاء الاصطناعي (G42) الواقع مقرها في أبوظبي، لتدعم جهود الشركة في نشر التقنيات الحديثة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
215,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\n\nشؤون الشركات\nمجلس إدارة\nيدير الشركة مجلس إدارة يتألف في الغالب من جهات خارجية، كما هو معتاد في الشركات المتداولة علنًا'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
216,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' أعضاء مجلس الإدارة اعتبارًا من يوليو 2020 هم ساتيا ناديلا ريد هوفمان وهيو جونستون وتيري ليست ستول وساندي بيترسون وبيني بريتزكر وتشارلز شارف وارن سورينسون وجون دبليو'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
217,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' طومسون وجون دبليو طومسون وإيما والمسلي وبادماسري واريور'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
218,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' يتم انتخاب أعضاء مجلس الإدارة كل سنة في الاجتماع السنوي للمساهمين باستخدام نظام تصويت الأغلبية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
219,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' هناك أربع لجان داخل المجلس تشرف على المسائل الجد مهمة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
220,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' وتشمل هذه اللجان لجنة التدقيق التي تتعامل مع القضايا المحاسبية مع الشركة بما في ذلك التدقيق وإعداد التقارير'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
221,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' لجنة التعويضات، التي توافق على تعويضات الرئيس التنفيذي والموظفين الآخرين في الشركة؛ لجنة الحوكمة والترشيح، التي تتعامل مع مختلف مسائل الشركة بما في ذلك ترشيح مجلس الإدارة؛ ولجنة التنظيم والسياسة العامة، والتي تشمل المسائل القانونية / مكافحة الاحتكار، إلى جانب الخصوصية والتجارة والأمن الرقمي والذكاء الاصطناعي والاستدامة البيئية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
222,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\n\nفي 13 مارس 2020، أعلن بيل غيتس أنه سيترك مجلس إدارة مايكروسوفت وبيركشير هاثاواي من أجل التركيز أكثر على جهوده الخيرية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
223,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' طبقًا لما قاله آرون تيلي من صحيفة وول ستريت جورنال، فإن هذا «يمثل أكبر خروج من غرفة مجالس الإدارة في صناعة التكنولوجيا منذ وفاة المنافس والشريك المؤسس لشركة آبل ستيف جوبز'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
224,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '»\n\nالرؤساء التنفيذيون\nبيل غيتس (1975-2000)\nستيف بالمر (2000-2014)\nساتيا نادالا (2014 إلى الوقت الحاضر)\n\nالأمور المالية\nعندما أصبحت شركة مايكروسوفت شركة سنة ة وأطلقت العرض العامّ الأولي في سنة 1986، كان سعر السهم الافتتاحي 21 دولارًا؛ بعد يوم التداول، أغلق السعر عند 27'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
225,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '75 دولار'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
226,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' اعتبارًا من يوليو 2010، مع تجزئة أسهم الشركة التسعة، سيتم مضاعفة أي سهم للاكتتاب العام بمقدار 288؛ إذا كان على المرء أن يشتري الاكتتاب العام اليوم، بالنظر إلى الانقسامات وعوامل أخرى، فسيتكلف حوالي 9 سنتات'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
227,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' بلغ سعر السهم ذروته في سنة 1999 عند حوالي 119 دولارًا (60'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
228,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '928 دولارًا، مع تعديل الانشقاقات)'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
229,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' بدأت الشركة في توزيع أرباح في 16 يناير 2003، ابتداءً من ثمانية سنتات لكل سهم للسنة المالية تليها توزيعات أرباح قدرها ستة عشر سنتًا للسهم في العام الموالي، مع التحول من توزيعات أرباح سنوية إلى ربع سنوية في سنة 2005 بثمانية سنتات للسهم الواحد ربع سنوي ودفع خاص لمرة واحدة قدره ثلاثة دولارات للسهم عن الربع الثاني من السنة المالية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
230,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' على الرغم من أن الشركة حصلت على زيادات لاحقة في توزيعات الأرباح، إلا أن سعر سهم مايكروسوفت ظل ثابتًا لسنوات'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
231,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nمنحت كل من ستاندرد آند بورز وموديز إنفستورز سيرفيس تصنيف AAA لشركة مايكروسوفت، التي تقدر قيمة أصولها بـ 41 مليار دولار مقارنة بـ 8'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
232,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '5 مليار دولار فقط من الديون غير المضمونة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
233,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' ونتيجة لذلك، أصدرت مايكروسوفت في فبراير 2011 سندات شركات بقيمة 2'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
234,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '25 مليار دولار مع معدلات اقتراض منخفضة نسبيًا مقارنة بالسندات الحكومية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
235,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' للمرة الأولى منذ 20 سنة ا، وفي الربع الأول من سنة 2011، تجاوزت شركة أبل شركة مايكروسوفت في أرباحها وعائداتها الفصلية بسبب التباطؤ في مبيعات أجهزة الكمبيوتر الشخصية واستمرار الخسائر الفادحة في قسم خدمات مايكروسوفت عبر الإنترنت (الذي يحتوي على محرك البحث بينغ)'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
236,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' بلغت أرباح مايكروسوفت 5'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
237,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '2 مليار دولار، بينما بلغت أرباح شركة أبل 6 مليارات دولار، بعائدات 14'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
238,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '5 مليار دولار و24'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
239,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '7 مليار دولار على التوالي'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
240,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' يتكبد قسم الخدمات عبر الإنترنت في مايكروسوفت خسائر مستمرة منذ سنة 2006، وفي الربع الأول من سنة 2011 خسر 726 مليون دولار'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
241,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' يأتي هذا بعد خسارة 2'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
242,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '5 مليار دولار لسنة 2010'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
243,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي 20 يوليو 2012، سجلت مايكروسوفت أول خسارة ربع سنوية لها على الإطلاق، على الرغم من تحقيقها لعائدات قياسية للربع والسنة المالية، مع خسارة صافية قدرها 492 مليون دولار بسبب شطب القيمة المتعلقة بشركة الإعلان لتسويق إلكتروني إكونتف، والتي تم الحصول عليها مقابل 6'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
244,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '2 مليار دولار، مرة أخرى في سنة 2007'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
245,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nاعتبارًا من يناير 2014، بلغت القيمة السوقية لشركة مايكروسوفت 314 مليار دولار،  مما يجعلها ثامن أكبر شركة في العالم من حيث القيمة السوقية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
246,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في 14 تشرين الثاني (نوفمبر) 2014، تفوقت مايكروسوفت على إكسون موبيل لتصبح ثاني أكثر الشركات قيمة من حيث القيمة السوقية، بعد أبل'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
247,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' فقط، تجاوز إجمالي قيمتها السوقية 410 مليار دولار أمريكي - حيث بلغ سعر السهم 50'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
248,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '04 دولارًا أمريكيًا للسهم، وهو أعلى سعر منذ أوائل سنة 2000'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
249,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' في سنة 2015، ذكرت وكالة رويترز أن شركة مايكروسوفت حققت أرباحًا في الخارج بقيمة 76'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
250,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '4 مليار دولار لم تخضع للضريبة من قبل دائرة الإيرادات الداخلية'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
251,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' بموجب قانون الولايات المتحدة، لا تدفع الشركات ضريبة الدخل على الأرباح الخارجية حتى يتم جلب الأرباح إلى الولايات المتحدة'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
252,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': '\nفي نوفمبر 2018، فازت الشركة بعقد عسكري قيمته 480 مليون دولار مع حكومة الولايات المتحدة لإدخال تقنية سماعات الرأس بالواقع المعزز في ذخيرة أسلحة الجنود الأمريكيين'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
253,"{'pageTitle': 'مايكروسوفت', 'language': 'ar', 'text': ' قد ينتج عن العقد الذي مدته سنتان أوامر متابعة لأكثر من 100,000 سماعة، وفقًا للوثائق التي تصف عملية تقديم العطاءات'}",text,"['ORGANIZATION', 'PERSON', 'DATE', 'LOCATION']",[],
